cod_ponto;sist_hidrico;localizacao;data_inicio;data_fim;municipio;id_ponto;n_ugrhi;code_muni;name_muni
SAGU02100;Rio Sapucaí Guaçu;Estrada do Horto. Ponte de madeira a jusante da futura ETE de Campos de Jordão.;2001-09-07;2013-12-31;CAMPOS DO JORDAO;346;1;3509700;Campos Do Jordão
SAGU02050;Rio Sapucaí Guaçu;Ponte na Av. Emilio Lang Jr. com a Rua Engenheiro Prudente de Moraes, na saída para a estrada do horto florestal.;2014-01-01;NA;CAMPOS DO JORDAO;2291;1;3509700;Campos Do Jordão
SAGU02250;Rio Sapucaí Guaçu;Ponte na estrada de acesso ao Borboletário, A jusante da ETE de Campos do Jordão.;2014-01-01;NA;CAMPOS DO JORDAO;2293;1;3509700;Campos Do Jordão
PDIZ00700;Ribeirão das Perdizes;Na captação da SABESP do Jardim Alpestre, em Campos do Jordão.;2019-01-01;NA;CAMPOS DO JORDAO;3303;1;3509700;Campos Do Jordão
PRAT02400;Rio da Prata;NA PONTE DA ENTRADA DO COND. RESIDENCIAL SANTO ANTONIO, A JUSANTE DA ETE.;2008-07-01;NA;SANTO ANTONIO DO PINHAL;1619;1;3548203;Santo Antônio Do Pinhal
SAMI02200;Rio Sapucaí-Mirim;Ponte na estrada Municipal de São Bento do Sapucaí - Paiol Grande, junto a régua do IGAM.;2014-01-01;NA;SAO BENTO DO SAPUCAI;2297;1;3548609;São Bento Do Sapucaí
PARB02600;Rio Paraíba do Sul;Na captação de Aparecida;1974-10-01;NA;APARECIDA;222;2;3502507;Aparecida
PARB02400;Rio Paraíba do Sul;Ponte na rua do Porto, no trecho que liga Caçapava ao bairro Menino Jesus.;1979-01-01;NA;CACAPAVA;220;2;3508504;Caçapava
PQTE02800;Rio Piquete;Na ponte da divisa de Cachoeira Paulista com Cruzeiro, na  rodovia Deputado Nesralla Rubes, altura do km 213.;2015-01-01;NA;CACHOEIRA PAULISTA;2467;2;3508603;Cachoeira Paulista
PONT04950;Córrego do Pontilhão ou Barrinha;Na sua foz, na ponte junto a linha do trem, em Cruzeiro.;2015-01-01;NA;CRUZEIRO;2422;2;3513405;Cruzeiro
ALIM02950;Ribeirão da Água Limpa;Junto a sua foz, na passarela de pedestres na Avenida Jânio Quadros, na saída para Lavrinhas.;2015-01-01;NA;CRUZEIRO;2426;2;3513405;Cruzeiro
JACU02900;Rio Jacu;Ponte sobre o rio Jacu, na divisa de Cruzeiro e Lavrinhas, na Rodovia Júlio Fortes.;2015-01-01;NA;CRUZEIRO;2429;2;3513405;Cruzeiro
PARB02800;Rio Paraíba do Sul;Ponte Hamilton Galhano, na SP-52, à montante de Cruzeiro.;2019-01-01;NA;CRUZEIRO;2258;2;3513405;Cruzeiro
GUAT02800;Rio Guaratingueta;NA CAPTAÇÃO DE GUARATINGUETA (SAEG), EM FRENTE A ETA.;2010-01-01;NA;GUARATINGUETA;1823;2;3518404;Guaratinguetá
JAGJ00400;Reservatório do Jaguari - UGRHI 02;Ponte na rodovia D. Pedro I (SP-65), no município de Igaratá.;1992-01-01;2000-12-31;IGARATA;214;2;3520202;Igaratá
PARB02200;Rio Paraíba do Sul;Junto à captação do município de Jacareí;1999-10-01;NA;JACAREI;322;2;3524402;Jacareí
PTEI02900;Rio Paratei;Ponte na estrada de acesso ao Res. Jaguari, próximo à cervejaria Brahma, em Jacareí.;2000-03-01;NA;JACAREI;330;2;3524402;Jacareí
SANT00100;Reservatório Santa Branca;No meio do corpo central, na junção dos braços Capivari e Paraibuna.;2001-09-26;NA;JAMBEIRO;347;2;3524907;Jambeiro
PARB02700;Rio Paraíba do Sul;Ponte na rodovia BR-459, no trecho que liga Lorena a Piquete.;1995-09-01;NA;LORENA;223;2;3527207;Lorena
PUNA00800;Rio Paraibuna;Ponte no bairro das Palmeiras, a montante da régua da CESP.;2012-01-01;NA;NATIVIDADE DA SERRA;2197;2;3532306;Natividade Da Serra
IUNA00950;Braço do Rio Paraibuna;NA JUNÇÃO DOS BRAÇOS DO RIO PARAIBUNA E DOS RIOS DA SERRA;2008-10-01;NA;PARAIBUNA;1668;2;3535606;Paraibuna
INGA00850;Braço do Rio Paraitinga;PRÓXIMO A ÁREA DE LAZER DA CESP;2008-08-01;NA;PARAIBUNA;1669;2;3535606;Paraibuna
UAMA00600;Rio Piracuama;No Balneário de Piracuama - Reino das Águas Claras;2019-01-01;NA;PINDAMONHANGABA;3307;2;3538006;Pindamonhangaba
UAMA00550;Rio Piracuama;Ponte sobre o rio Piracuama ao lado da Estação Centenário da Estrada de Ferro.;2015-11-23;2018-12-31;PINDAMONHANGABA;2558;2;3538006;Pindamonhangaba
PARB02530;Rio Paraíba do Sul;Na captação da SABESP de Pindamonhangaba;2004-01-01;NA;PINDAMONHANGABA;736;2;3538006;Pindamonhangaba
PARB02900;Rio Paraíba do Sul;Ponte na cidade de Queluz.;1974-10-01;NA;QUELUZ;224;2;3541901;Queluz
PARB02100;Rio Paraíba do Sul;Ponte na rodovia SP-77, no trecho que liga Jacareí a Santa Branca.;1979-01-01;NA;SANTA BRANCA;218;2;3546009;Santa Branca
PARB02050;Rio Paraíba do Sul;Na captação de  Santa Branca (SAEE),  no bairro Angola de Cima.;2004-01-01;NA;SANTA BRANCA;730;2;3546009;Santa Branca
JAGI00350;Rio Jaguari - UGRHI 02;Na régua da CESP, à montante da Cachoeira do Jaguaribe.;2012-01-01;NA;SANTA ISABEL;2193;2;3546801;Santa Isabel
JAGJ00200;Reservatório do Jaguari - UGRHI 02;Ponte na rodovia  SP 056  que liga Santa Isabel a Igaratá, no município de Santa Isabel.;1996-01-01;NA;SANTA ISABEL;213;2;3546801;Santa Isabel
JAGJ00900;Reservatório do Jaguari - UGRHI 02;NA TOMADA DÁGUA DO RESERVATÓRIO JAGUARI.;2008-08-01;NA;SÃO JOSÉ DOS CAMPOS;1670;2;3549904;São José Dos Campos
BUKI02950;Rio Buquira;Ponte na rua Alziro Lebrão, no bairro Alto da Ponte.;2016-01-01;NA;SÃO JOSÉ DOS CAMPOS;2520;2;3549904;São José Dos Campos
PARB02310;Rio Paraíba do Sul;Na captação de São José dos Campos.;2001-01-01;NA;SÃO JOSÉ DOS CAMPOS;379;2;3549904;São José Dos Campos
JAGI02700;Rio Jaguari - UGRHI 02;Ponte na estrada de acesso à indústria Petybon, no município de São José dos Campos.;1995-09-01;2000-12-31;SÃO JOSÉ DOS CAMPOS;215;2;3549904;São José Dos Campos
JAGI02900;Rio Jaguari - UGRHI 02;Próximo à foz no Rio Paraíba do Sul, no município de São José dos Campos.;1995-12-07;NA;SÃO JOSÉ DOS CAMPOS;217;2;3549904;São José Dos Campos
PARB02300;Rio Paraíba do Sul;Ponte de acesso ao loteamento Urbanova, em São José dos Campos.;1983-09-01;NA;SÃO JOSÉ DOS CAMPOS;219;2;3549904;São José Dos Campos
VIDK04900;Córrego do Vidoca;Na ponte da Travessa Lineu de Moura, próxima da foz com o Rio Paraíba do Sul.;2018-01-01;NA;SÃO JOSÉ DOS CAMPOS;2655;2;3549904;São José Dos Campos
PTIN00850;Rio Paraitinga;Na régua da CESP do Rio Paraitinga, 2 km a montante do centro da cidade S. L. Paraitinga.;2012-01-01;NA;SAO LUIS DO PARAITINGA;2198;2;3550001;São Luís Do Paraitinga
UNNA02800;Rio Una - UGRHI 02;Na captação da SABESP de Taubaté.;2005-01-01;NA;TAUBATE;796;2;3554102;Taubaté
PARB02490;Rio Paraíba do Sul;Na captação da SABESP em Tremembé, que abastece Taubaté.;1995-09-01;NA;TREMEMBÉ;221;2;3554805;Tremembé
CARO02800;Rio Claro - UGRHI 03;Na captação da SABESP do Baixo Claro.;2000-09-28;NA;CARAGUATATUBA;350;3;3510500;Caraguatatuba
TABA02900;Rio Tabatinga;Praia de Tabatinga. Ponte de madeira no final da Rua 18;2009-01-01;NA;CARAGUATATUBA;1786;3;3510500;Caraguatatuba
COCA02900;Rio Cocanha;Ponte no final da Av. Maria Carlota, na praia de Massaguaçu, junto a foz do Cór. Bacuí.;2004-01-01;NA;CARAGUATATUBA;817;3;3510500;Caraguatatuba
GUAX02950;Rio Guaxinduba;Praia Martim de Sá, Av. Casa Branca a jusante do lançamento da SABESP, Ponte sobre o Rio.;2004-01-01;NA;CARAGUATATUBA;818;3;3510500;Caraguatatuba
SATO02900;Rio Santo Antonio;Entre praia da Cidade e Frecheiras, Avenida Rio de Janeiro, a montante da Av. da Praia;2004-01-01;NA;CARAGUATATUBA;819;3;3510500;Caraguatatuba
RGOA02900;Rio Lagoa;Praia de Aruã, ponte sobre o rio na avenida Beira-Mar;2004-01-01;NA;CARAGUATATUBA;820;3;3510500;Caraguatatuba
RIJU02900;Rio Juqueriquerê;No pier do Condomínio Marina New Port.;2004-01-01;NA;CARAGUATATUBA;821;3;3510500;Caraguatatuba
MOCO02900;Rio Mocooca;Ponte na Rod. Manoel Hyppolito Rego, altura da  praia da Mocooca.;2013-05-15;NA;CARAGUATATUBA;2275;3;3510500;Caraguatatuba
NSRA02900;Rio Nossa Senhora da Ajuda;Junto a vila principal, ponte sobre o rio a 2 quarteirões da antiga cadeia;2004-01-01;NA;ILHABELA;828;3;3520400;Ilhabela
ABRA02950;Ribeirão Água Branca;Ponte na Av. Princesa Isabel, ao lado do Forum de Ilhabela;2004-01-01;NA;ILHABELA;829;3;3520400;Ilhabela
QLOM02950;Rio Quilombo;Av. Princesa Isabel ponte sobre o rio;2004-01-01;NA;ILHABELA;830;3;3520400;Ilhabela
TOCA02900;Córrego das Tocas;Ponte sobre o córrego da Toca na Rua Coronel Jose Vicente de Faria Lima, no Bairro Costa Bela, Praia de Barra Velha, em Ilhabela.;2003-01-01;NA;ILHABELA;582;3;3520400;Ilhabela
PUBA02950;Rio Paúba;Dentro da propriedade Tranesco;2004-01-01;2008-12-31;SÃO SEBASTIAO;822;3;3550704;São Sebastião
MARE02900;Rio Maresias;Ponte na Rodovia SP-55, Km 153, sobre o rio Maresias;2004-01-01;NA;SÃO SEBASTIAO;823;3;3550704;São Sebastião
BOIC02950;Rio Boiçucanga;PRAIA DE BOIÇUCANGA, SOBRE A PONTE DA AV. WALQUIR VERGANI ( SP O55 );2004-01-01;NA;SÃO SEBASTIAO;824;3;3550704;São Sebastião
BURI02950;Rio Camburi;Estrada do Cambury, na ponte sobre o rio Cambury;2004-01-01;NA;SÃO SEBASTIAO;825;3;3550704;São Sebastião
SAHI02950;Rio Saí;Ponte de madeira sobre o rio Sahy, na área urbana;2004-01-01;NA;SÃO SEBASTIAO;826;3;3550704;São Sebastião
RUNA02950;Rio Una - UGRHI 03;Atrás do cemitério, próxima a capela Nossa Senhora do Carmo;2004-01-01;NA;SÃO SEBASTIAO;827;3;3550704;São Sebastião
BALD02700;Vala de Escoamento à direita na Praia da Baleia;Vala de escoamento do lado direito do aterro sanitário,(de frente para o aterro)  na praia da Baleia;2007-01-01;NA;SÃO SEBASTIAO;1369;3;3550704;São Sebastião
BALE02700;Vala de Escoamento à esquerda na Praia da Baleia;Vala de escoamento do lado esquerdo do aterro sanitário,(de frente para o aterro)  na praia da Baleia;2007-01-01;NA;SÃO SEBASTIAO;1370;3;3550704;São Sebastião
SAFO00300;Rio São Francisco;Na captação da SABESP de São Sebastião - Bairro São Francisco.;2000-09-28;NA;SÃO SEBASTIAO;349;3;3550704;São Sebastião
BALD02600;Vala de Escoamento à direita na Praia da Baleia;Vala de escoamento do lado direito do aterro sanitário (olhando-se de frente para o aterro) na praia da Baleia.;2003-01-01;2007-05-01;SÃO SEBASTIAO;585;3;3550704;São Sebastião
BALE02600;Vala de Escoamento à esquerda na Praia da Baleia;Vala de escoamento do lado esquerdo do aterro sanitário,(de frente para o aterro)  na praia da Baleia;2003-01-01;2007-05-01;SÃO SEBASTIAO;586;3;3550704;São Sebastião
DAIA02900;Rio Indaiá;Na ponte sobre a Rodovia Rio Santos BR 101;2005-01-01;NA;UBATUBA;804;3;3555406;Ubatuba
ITAM02950;Rio Itamambuca;Próximo ao Condomínio Itamambuca;2004-01-01;NA;UBATUBA;808;3;3555406;Ubatuba
GRAN02900;Rio Grande - UGRHI 03;Praia Iperoig, sobre passarela de pedestres no mercado de peixes, jusante posto de gasolina;2004-01-01;NA;UBATUBA;810;3;3555406;Ubatuba
TAVE02950;Rio Lagoa ou Tavares;"Entre praias de Iperoig e Itaguá Rua Rio Grande do Sul; 2ª ponte a montante da praia sobre o rio";2004-01-01;NA;UBATUBA;811;3;3555406;Ubatuba
ARAU02950;Rio Acaraú;Praia de Itaguá,Rua Basílio de Moraes Cavalheiro, ponte sobre o rio.;2004-01-01;NA;UBATUBA;812;3;3555406;Ubatuba
PEMI02900;Rio Perequê-Mirim;Praia Perequê Mirim, Rodovia Rio - Santos (SP55), ponte sobre o rio;2004-01-01;NA;UBATUBA;813;3;3555406;Ubatuba
CURO02900;Rio Escuro;Rodovia Rio - Santos, ponte sobre o rio na Praia Dura.;2004-01-01;NA;UBATUBA;814;3;3555406;Ubatuba
GOIN02900;Rio Lagoinha;Ponte na Rodovia Manuel Hyppolito  Rego (SP-55).;2004-01-01;NA;UBATUBA;815;3;3555406;Ubatuba
DUBA02900;Rio Maranduba;Rodovia Rio-Santos (SP55), ponte sobre o rio;2004-01-01;NA;UBATUBA;816;3;3555406;Ubatuba
GRAN00400;Rio Grande - UGRHI 03;Na captação de agua bruta da SABESP, no bairro do  Horto Florestal, em Ubatuba.;2000-01-01;NA;UBATUBA;348;3;3555406;Ubatuba
GRAN02800;Rio Grande - UGRHI 03;Entrada do  Aterro Sanitário de Ubatuba.;2003-01-01;NA;UBATUBA;581;3;3555406;Ubatuba
BARI02950;Rio Lambari;Na foz do Rio Lambari, em frente ao rancho do Lafaiate. (Ponto 2-SJBA).;2019-01-01;NA;CACONDE;3355;4;3508702;Caconde
GRAM02950;Represa de Graminha;Represa de Graminha, próximo a tomada d'água das turbinas.  Ponto 05 -SJBA;2019-01-01;NA;CACONDE;3356;4;3508702;Caconde
CANO02001;Rio Canoas - UGRHI 04;Ponte na Rodovia SP 340,  no limite estadual entre Mococa e Arceburgo.;2016-01-01;NA;MOCOCA;2559;4;3530508;Mococa
CANO02800;Rio Canoas - UGRHI 04;Ponte na Rod. SP 338, em direção a Cajuru.;2016-01-01;NA;MOCOCA;2508;4;3530508;Mococa
PARD02100;Rio Pardo - UGRHIs 4 e 12;Ponte na rodovia SP-340, trecho que liga Casa Branca a Mococa.;1996-01-09;NA;MOCOCA;225;4;3530508;Mococa
PARD02600;Rio Pardo - UGRHIs 4 e 12;Margem direita, a 50 m da ponte da rodovia que liga Pontal a Cândia;1979-03-01;NA;PONTAL;227;4;3540200;Pontal
PARD02500;Rio Pardo - UGRHIs 4 e 12;Margem esquerda, no Clube de Regatas de Ribeirão Preto, junto a régua do DAEE 4C-001.;1974-10-01;NA;RIBEIRAO PRETO;226;4;3543402;Ribeirão Preto
RIPE04300;Ribeirão Preto;Ponte na Rua Dr. Saraba em Bonfim Paulista, junto a régua do DAEE 4C-018.;2011-01-01;NA;RIBEIRAO PRETO;2615;4;3543402;Ribeirão Preto
TKIN02950;Córrego Tanquinho;Ponte na foz do Córrego Tanquinho com o Ribeirão Preto, na Via Expressa Norte altura do nº 2320.;2017-01-01;NA;RIBEIRAO PRETO;2616;4;3543402;Ribeirão Preto
RIPE04900;Ribeirão Preto;A JUSANTE DA ETE DE RIBEIRÃO PRETO;2011-01-01;NA;RIBEIRAO PRETO;2143;4;3543402;Ribeirão Preto
RIPE04250;Ribeirão Preto;Ponte próxima da Fazenda Brejinho, na Rod. Vicinal Bonfim Paulista/Cravinhos.;2011-01-01;2016-12-31;RIBEIRAO PRETO;2140;4;3543402;Ribeirão Preto
PARD02010;Rio Pardo - UGRHIs 4 e 12;Ponte na rodovia SP-350, no trecho que liga São José do Rio Pardo à Guaxupé.;2000-10-03;NA;SÃO JOSÉ DO RIO PARDO;351;4;3549706;São José Do Rio Pardo
TDUA02700;Ribeirão do Tamanduá;Ponte na SP-333, entre Serrana e Ribeirão Preto.;2016-01-01;NA;SERRANA;2554;4;3551504;Serrana
PARD02400;Rio Pardo - UGRHIs 4 e 12;Na Rod.SP 333, na ponte velha da divisa de Serra Azul com Santa Cruz da Esperança.;2016-01-01;NA;SANTA CRUZ DA ESPERANÇA;2509;4;3546256;Santa Cruz Da Esperança
ATIB02900;Rio Atibaia;Ponte de Salto Grande, a jusante do Reservatório da CPFL.;2002-01-01;NA;AMERICANA;87;5;3501608;Americana
JAGR02800;Rio Jaguari - UGRHI 05;Na captação de Limeira, junto à regua do DAEE 4D-013.;1974-10-01;NA;AMERICANA;38;5;3501608;Americana
PCAB02100;Rio Piracicaba;Na captação de água de Americana, na localidade de Carioba. Junto à  régua do DAEE 4D-010.;1974-10-01;NA;AMERICANA;43;5;3501608;Americana
QUIL03900;Ribeirão Quilombo;Na foz no Rio Piracicaba. Na ETE de Americana, no bairro Carioba.;2002-01-01;NA;AMERICANA;62;5;3501608;Americana
ATSG02800;Reservatório de Salto Grande (UGRHI 05);No corpo central do Reservatório do Salto Grande, em frente ao Yacht Club de Americana.;2017-01-01;NA;AMERICANA;2410;5;3501608;Americana
CMDC02300;Rio Camanducaia;Ponte na estrada de acesso ao bairro Climáticas da Bocaina, Km 136,8 da Rod. das Estâncias, a montante da captação de Amparo.;2000-01-01;NA;AMPARO;40;5;3501905;Amparo
CMDC02400;Rio Camanducaia;Ponte a jusante do Córrego do Mosquito na SP - 107, Rodovia que liga Pedreira a Santo Antônio da Posse.;2000-01-01;NA;AMPARO;41;5;3501905;Amparo
CRUM02050;Rio Corumbataí;Na régua do DAEE 4D-023R, em Analândia.;2002-01-01;NA;ANALANDIA;338;5;3502002;Analândia
JUZI02400;Rio Jundiaizinho;PONTE NA ESTR.MUN. JOSÉ CINTRA, NO BAIRRO PORTÃO.;2010-01-01;NA;ATIBAIA;1950;5;3504107;Atibaia
ATIB02010;Rio Atibaia;Na captação do município de Atibaia, junto a régua do DAEE 3E-063.;1995-01-01;NA;ATIBAIA;27;5;3504107;Atibaia
BAIN02950;Rio Atibainha;Ponte sobre o Rio Atibainha na estrada que liga a Rod. D. Pedro a Piracaia.;2003-01-01;NA;BOM JESUS DOS PERDOES;601;5;3507100;Bom Jesus Dos Perdões
CAXO02800;Rio Cachoeira;Ponte sobre o Rio Cachoeira na estrada que liga a Rod. D. Pedro I a Piracaia.;2003-01-01;NA;BOM JESUS DOS PERDOES;602;5;3507100;Bom Jesus Dos Perdões
LAPE04850;Ribeirão Lavapés - UGRHI 5;Ponte na Rua Antonio Sabella, cerca de 1 km da Foz com o Rio Jaguari.;2017-01-01;NA;BRAGANCA PAULISTA;2400;5;3507605;Bragança Paulista
JAGR02130;Rio Jaguari - UGRHI 05;Ponte da estrada que liga Morungaba a Tuiuti;2013-01-01;NA;BRAGANCA PAULISTA;2306;5;3507605;Bragança Paulista
JAGR02030;Rio Jaguari - UGRHI 05;Na ponte de Guaripocaba, em Bragança Paulista;2007-01-01;NA;BRAGANCA PAULISTA;1376;5;3507605;Bragança Paulista
JAGR02050;Rio Jaguari - UGRHI 05;Ponte do Bairro Menin, em Bragança Pta.;2007-01-01;NA;BRAGANCA PAULISTA;1377;5;3507605;Bragança Paulista
JARI00800;Reservatório Jaguari - UGRHI 05;No corpo central do Res. Jaguari, em frente a ilha.;2008-01-01;NA;BRAGANCA PAULISTA;1410;5;3507605;Bragança Paulista
JAGR02010;Rio Jaguari - UGRHI 05;Na captação da SABESP de Bragança Paulista, no bairro Curitibanos.;2000-01-02;NA;BRAGANCA PAULISTA;32;5;3507605;Bragança Paulista
JAGR02100;Rio Jaguari - UGRHI 05;Ponte na rodovia SP - 95 no trecho que liga Bragança Paulista/Amparo (Km 9).;2001-01-01;NA;BRAGANCA PAULISTA;33;5;3507605;Bragança Paulista
JAGR00005;Rio Jaguari - UGRHI 05;Ponte na SP - 381 (Fernão Dias),  a jusante do reservatório da SABESP.;2002-01-01;NA;BRAGANCA PAULISTA;337;5;3507605;Bragança Paulista
LAPE04900;Ribeirão Lavapés - UGRHI 5;Na Foz com o Rio Jaguari.;2004-01-01;2016-12-31;BRAGANCA PAULISTA;629;5;3507605;Bragança Paulista
IRIS02100;Rio Piraí;Na captação de Cabreúva, no Bairro do Jacaré.;2000-01-01;NA;CABREÚVA;274;5;3508405;Cabreúva
IRIS02200;Rio Piraí;Ponte na Rodovia Marechal Rondon em frente à indústria Crown Cork.;2000-01-01;NA;CABREÚVA;275;5;3508405;Cabreúva
IRIS02250;Rio Piraí;Na Ponte de concreto na saída para o Bairro do Pinhal.;2000-01-01;NA;CABREÚVA;276;5;3508405;Cabreúva
IRIS02400;Rio Piraí;Estrada sentido Faz. Santana, após aproximadamente 500m do trevo.;2000-01-01;NA;CABREÚVA;277;5;3508405;Cabreúva
IRIS02600;Rio Piraí;Rodovia Marechal Rondon,  altura do km 91, nos fundos da Olaria Tijolar.;2000-01-01;NA;CABREÚVA;278;5;3508405;Cabreúva
ATIB02065;Rio Atibaia;Na captação de Campinas, na divisa de municípios  Campinas/Valinhos. Junto à régua do DAEE 3D-003.;1979-01-01;NA;CAMPINAS;83;5;3509502;Campinas
CPIV02130;Rio Capivari;Na captação de Campinas-ETA Capivari na Rodovia dos  Bandeirantes.;1995-03-01;NA;CAMPINAS;66;5;3509502;Campinas
CPIV02160;Rio Capivari;Na estrada de terra que liga Campinas a Monte Mor.;2000-01-01;NA;CAMPINAS;67;5;3509502;Campinas
PIÇA04850;Rio do Piçarrão;Ponte na Av. John Boyd Dunlop, Jardim Florence. Cerca de 5 km à montante da ETE Capivari da SANASA.;2016-06-30;NA;CAMPINAS;2581;5;3509502;Campinas
QUIL03030;Ribeirão Quilombo;Ponte da Estr. Mun. Joannine Caumo na divisa Campinas/ Sumaré. Cerca de 500m à jusante da ETE San Martin da SANASA.;2018-01-01;NA;CAMPINAS;2661;5;3509502;Campinas
JUNA02010;Rio Jundiaí - UGRHI 05;Na captação de Campo Limpo Paulista.;2000-01-01;NA;CAMPO LIMPO PAULISTA;71;5;3509601;Campo Limpo Paulista
JUNA02020;Rio Jundiaí - UGRHI 05;Ponte na Av. Aderbal  da Costa Madeira, 50m a jusante do lançamento da Krupp,(Ind. Siderúrgica).;1977-01-01;NA;CAMPO LIMPO PAULISTA;72;5;3509601;Campo Limpo Paulista
CPIV02230;Rio Capivari;Ponte na Rodovia SP-101, entre Tiête e Capivari a montante da ETERBRÁS (antiga Brasilit).;NA;2002-12-31;CAPIVARI;69;5;3510401;Capivari
CRUM02300;Rio Corumbataí;No Bairro Recreio, Usina Tamandupá, em Charqueada, junto a DAEE 4D-021.;2000-01-01;NA;CHARQUEADA;339;5;3511706;Charqueada
